SSID,Signal Strength (dBm),X Position,Y Position
ICTLab 5GHz,-63.0,1.0,57.0
ICTLab Guests,-80.0,1.0,57.0
ICTLab Students,-82.0,1.0,57.0
ICTLab Students,-65.0,1.0,57.0
USTH_Guest1,-82.0,1.0,57.0
USTH_Guest2,-64.0,1.0,57.0
USTH_Guest3,-80.0,1.0,57.0
USTH_Guest4,-70.0,1.0,57.0
USTH_Guest5,-64.0,1.0,57.0
USTH_Guest6,-78.0,1.0,57.0
USTH_Guest7,-82.0,1.0,57.0
USTH_Guest8,-82.0,1.0,57.0
USTH_MGMT2,-65.0,1.0,57.0
USTH_MGMT3,-87.0,1.0,57.0
USTH_MGMT6,-71.0,1.0,57.0
USTH_MGMT7,-64.0,1.0,57.0
USTH_MGMT8,-78.0,1.0,57.0
USTH_MGMT9,-78.0,1.0,57.0
USTH_MGMT10,-67.0,1.0,57.0
USTH_Office1,-74.0,1.0,57.0
USTH_Office2,-63.0,1.0,57.0
USTH_Office3,-65.0,1.0,57.0
USTH_Office4,-83.0,1.0,57.0
USTH_Office5,-70.0,1.0,57.0
USTH_Office6,-78.0,1.0,57.0
USTH_Office7,-67.0,1.0,57.0
USTH_Office8,-64.0,1.0,57.0
USTH_Student2,-64.0,1.0,57.0
USTH_Student3,-66.0,1.0,57.0
USTH_Student4,-78.0,1.0,57.0
USTH_Student6,-65.0,1.0,57.0
USTH_Student7,-63.0,1.0,57.0
ICTLab,-83.0,1.0,57.0
ICTLab,-64.0,1.0,57.0
ICTLab 5GHz,-67.0,1.0,57.0
ICTLab Guests,-71.0,1.0,57.0
ICTLab Students,-64.0,1.0,57.0
ICTLab Students,-82.0,1.0,57.0
USTH_Guest1,-78.0,1.0,57.0
USTH_Guest2,-66.0,1.0,57.0
USTH_Guest3,-63.0,1.0,56.0
USTH_Guest4,-80.0,1.0,56.0
USTH_Guest5,-82.0,1.0,56.0
USTH_Guest6,-65.0,1.0,56.0
USTH_Guest7,-82.0,1.0,56.0
USTH_Guest8,-64.0,1.0,56.0
USTH_MGMT1,-80.0,1.0,56.0
USTH_MGMT2,-70.0,1.0,56.0
USTH_MGMT3,-64.0,1.0,56.0
USTH_MGMT4,-78.0,1.0,56.0
USTH_MGMT5,-82.0,1.0,56.0
USTH_MGMT6,-82.0,1.0,56.0
USTH_MGMT8,-65.0,1.0,56.0
USTH_MGMT9,-87.0,1.0,56.0
USTH_Office2,-71.0,1.0,56.0
USTH_Office3,-64.0,1.0,56.0
USTH_Office4,-78.0,1.0,56.0
USTH_Office5,-78.0,1.0,56.0
USTH_Office6,-67.0,1.0,56.0
USTH_Office7,-74.0,1.0,56.0
USTH_Office8,-63.0,1.0,56.0
USTH_Student1,-65.0,1.0,56.0
USTH_Student2,-83.0,1.0,56.0
USTH_Student3,-70.0,1.0,56.0
USTH_Student4,-78.0,1.0,56.0
USTH_Student5,-67.0,1.0,56.0
USTH_Student6,-64.0,1.0,56.0
USTH_Student8,-64.0,1.0,56.0
ICTLab,-66.0,1.0,56.0
ICTLab,-78.0,1.0,56.0
ICTLab Guests,-65.0,1.0,56.0
ICTLab Students,-63.0,1.0,56.0
USTH_Guest1,-83.0,1.0,56.0
USTH_Guest2,-64.0,1.0,56.0
USTH_Guest3,-67.0,1.0,56.0
USTH_Guest4,-71.0,1.0,56.0
USTH_Guest5,-64.0,1.0,56.0
USTH_Guest6,-82.0,1.0,56.0
USTH_Guest7,-78.0,1.0,56.0
USTH_Guest8,-66.0,1.0,56.0
USTH_MGMT1,-63.0,1.0,55.0
USTH_MGMT2,-80.0,1.0,55.0
USTH_MGMT3,-82.0,1.0,55.0
USTH_MGMT4,-65.0,1.0,55.0
USTH_MGMT5,-82.0,1.0,55.0
USTH_MGMT6,-64.0,1.0,55.0
USTH_MGMT7,-80.0,1.0,55.0
USTH_MGMT8,-70.0,1.0,55.0
USTH_MGMT9,-64.0,1.0,55.0
USTH_MGMT10,-78.0,1.0,55.0
USTH_Office1,-82.0,1.0,55.0
USTH_Office2,-82.0,1.0,55.0
USTH_Office4,-65.0,1.0,55.0
USTH_Office5,-87.0,1.0,55.0
USTH_Office8,-71.0,1.0,55.0
USTH_Student1,-64.0,1.0,55.0
USTH_Student2,-78.0,1.0,55.0
USTH_Student3,-78.0,1.0,55.0
USTH_Student4,-67.0,1.0,55.0
USTH_Student5,-74.0,1.0,55.0
USTH_Student6,-63.0,1.0,55.0
USTH_Student7,-65.0,1.0,55.0
USTH_Student8,-83.0,1.0,55.0
ICTLab,-70.0,1.0,55.0
ICTLab,-78.0,1.0,55.0
ICTLab 5GHz,-67.0,1.0,55.0
ICTLab Guests,-64.0,1.0,55.0
ICTLab Students,-64.0,1.0,55.0
USTH_Guest1,-66.0,1.0,55.0
USTH_Guest2,-78.0,1.0,55.0
USTH_Guest4,-65.0,1.0,55.0
USTH_Guest5,-63.0,1.0,55.0
USTH_Guest7,-83.0,1.0,55.0
USTH_Guest8,-64.0,1.0,55.0
USTH_MGMT1,-67.0,1.0,55.0
USTH_MGMT2,-71.0,1.0,55.0
USTH_MGMT3,-64.0,1.0,55.0
USTH_MGMT4,-82.0,1.0,55.0
USTH_MGMT5,-78.0,1.0,55.0
USTH_MGMT6,-66.0,1.0,55.0
USTH_MGMT7,-63.0,1.0,54.0
USTH_MGMT8,-80.0,1.0,54.0
USTH_MGMT9,-82.0,1.0,54.0
USTH_MGMT10,-65.0,1.0,54.0
USTH_Office1,-82.0,1.0,54.0
USTH_Office2,-64.0,1.0,54.0
USTH_Office3,-80.0,1.0,54.0
USTH_Office4,-70.0,1.0,54.0
USTH_Office5,-64.0,1.0,54.0
USTH_Office6,-78.0,1.0,54.0
USTH_Office7,-82.0,1.0,54.0
USTH_Office8,-82.0,1.0,54.0
USTH_Student2,-65.0,1.0,54.0
USTH_Student3,-87.0,1.0,54.0
USTH_Student6,-71.0,1.0,54.0
USTH_Student7,-64.0,1.0,54.0
USTH_Student8,-78.0,1.0,54.0
ICTLab,-78.0,1.0,54.0
ICTLab,-67.0,1.0,54.0
ICTLab 5GHz,-74.0,1.0,54.0
ICTLab Guests,-63.0,1.0,54.0
ICTLab Students,-65.0,1.0,54.0
ICTLab Students,-83.0,1.0,54.0
USTH_Guest1,-70.0,1.0,54.0
USTH_Guest2,-78.0,1.0,54.0
USTH_Guest3,-67.0,1.0,54.0
USTH_Guest4,-64.0,1.0,54.0
USTH_Guest6,-64.0,1.0,54.0
USTH_Guest7,-66.0,1.0,54.0
USTH_Guest8,-78.0,1.0,54.0
USTH_MGMT2,-65.0,1.0,54.0
USTH_MGMT3,-63.0,1.0,54.0
USTH_MGMT5,-83.0,1.0,54.0
USTH_MGMT6,-64.0,1.0,54.0
USTH_MGMT7,-67.0,1.0,54.0
USTH_MGMT8,-71.0,1.0,54.0
USTH_MGMT9,-64.0,1.0,54.0
USTH_MGMT10,-82.0,1.0,54.0
USTH_Office1,-78.0,1.0,54.0
USTH_Office2,-66.0,1.0,54.0
USTH_Office3,-63.0,1.0,53.0
USTH_Office4,-80.0,1.0,53.0
USTH_Office5,-82.0,1.0,53.0
USTH_Office6,-65.0,1.0,53.0
USTH_Office7,-82.0,1.0,53.0
USTH_Office8,-64.0,1.0,53.0
USTH_Student1,-80.0,1.0,53.0
USTH_Student2,-70.0,1.0,53.0
USTH_Student3,-64.0,1.0,53.0
USTH_Student4,-78.0,1.0,53.0
USTH_Student5,-82.0,1.0,53.0
USTH_Student6,-82.0,1.0,53.0
USTH_Student8,-65.0,1.0,53.0
ICTLab,-87.0,1.0,53.0
ICTLab Guests,-71.0,1.0,53.0
ICTLab Students,-64.0,1.0,53.0
ICTLab Students,-78.0,1.0,53.0
USTH_Guest1,-78.0,1.0,53.0
USTH_Guest2,-67.0,1.0,53.0
USTH_Guest3,-74.0,1.0,53.0
USTH_Guest4,-63.0,1.0,53.0
USTH_Guest5,-65.0,1.0,53.0
USTH_Guest6,-83.0,1.0,53.0
USTH_Guest7,-70.0,1.0,53.0
USTH_Guest8,-78.0,1.0,53.0
USTH_MGMT1,-67.0,1.0,53.0
USTH_MGMT2,-64.0,1.0,53.0
USTH_MGMT4,-64.0,1.0,53.0
USTH_MGMT5,-66.0,1.0,53.0
USTH_MGMT6,-78.0,1.0,53.0
USTH_MGMT8,-65.0,1.0,53.0
USTH_MGMT9,-63.0,1.0,53.0
USTH_Office1,-83.0,1.0,53.0
USTH_Office2,-64.0,1.0,53.0
USTH_Office3,-67.0,1.0,53.0
USTH_Office4,-71.0,1.0,53.0
USTH_Office5,-64.0,1.0,53.0
USTH_Office6,-82.0,1.0,53.0
USTH_Office7,-78.0,1.0,53.0
USTH_Office8,-66.0,1.0,53.0
USTH_Student1,-63.0,1.0,52.0
USTH_Student2,-80.0,1.0,52.0
USTH_Student3,-82.0,1.0,52.0
USTH_Student4,-65.0,1.0,52.0
USTH_Student5,-82.0,1.0,52.0
USTH_Student6,-64.0,1.0,52.0
USTH_Student7,-80.0,1.0,52.0
USTH_Student8,-70.0,1.0,52.0
ICTLab,-64.0,1.0,52.0
ICTLab,-78.0,1.0,52.0
ICTLab 5GHz,-82.0,1.0,52.0
ICTLab Guests,-82.0,1.0,52.0
ICTLab Students,-65.0,1.0,52.0
USTH_Guest1,-87.0,1.0,52.0
USTH_Guest4,-71.0,1.0,52.0
USTH_Guest5,-64.0,1.0,52.0
USTH_Guest6,-78.0,1.0,52.0
USTH_Guest7,-78.0,1.0,52.0
USTH_Guest8,-67.0,1.0,52.0
USTH_MGMT1,-74.0,1.0,52.0
USTH_MGMT2,-63.0,1.0,52.0
USTH_MGMT3,-65.0,1.0,52.0
USTH_MGMT4,-83.0,1.0,52.0
USTH_MGMT5,-70.0,1.0,52.0
USTH_MGMT6,-78.0,1.0,52.0
USTH_MGMT7,-67.0,1.0,52.0
USTH_MGMT8,-64.0,1.0,52.0
USTH_MGMT10,-64.0,1.0,52.0
USTH_Office1,-66.0,1.0,52.0
USTH_Office2,-78.0,1.0,52.0
USTH_Office4,-65.0,1.0,52.0
USTH_Office5,-63.0,1.0,52.0
USTH_Office7,-83.0,1.0,52.0
USTH_Office8,-64.0,1.0,52.0
USTH_Student1,-67.0,1.0,52.0
USTH_Student2,-71.0,1.0,52.0
USTH_Student3,-64.0,1.0,52.0
USTH_Student4,-82.0,1.0,52.0
USTH_Student5,-78.0,1.0,52.0
USTH_Student6,-66.0,1.0,52.0
USTH_Student7,-63.0,1.0,51.0
USTH_Student8,-80.0,1.0,51.0
ICTLab,-82.0,1.0,51.0
ICTLab,-65.0,1.0,51.0
ICTLab 5GHz,-82.0,1.0,51.0
ICTLab Guests,-64.0,1.0,51.0
ICTLab Students,-80.0,1.0,51.0
ICTLab Students,-70.0,1.0,51.0
USTH_Guest1,-64.0,1.0,51.0
USTH_Guest2,-78.0,1.0,51.0
USTH_Guest3,-82.0,1.0,51.0
USTH_Guest4,-82.0,1.0,51.0
USTH_Guest6,-65.0,1.0,51.0
USTH_Guest7,-87.0,1.0,51.0
USTH_MGMT2,-71.0,1.0,51.0
USTH_MGMT3,-64.0,1.0,51.0
USTH_MGMT4,-78.0,1.0,51.0
USTH_MGMT5,-78.0,1.0,51.0
USTH_MGMT6,-67.0,1.0,51.0
USTH_MGMT7,-74.0,1.0,51.0
USTH_MGMT8,-63.0,1.0,51.0
USTH_MGMT9,-65.0,1.0,51.0
USTH_MGMT10,-83.0,1.0,51.0
USTH_Office1,-70.0,1.0,51.0
USTH_Office2,-78.0,1.0,51.0
USTH_Office3,-67.0,1.0,51.0
USTH_Office4,-64.0,1.0,51.0
USTH_Office6,-64.0,1.0,51.0
USTH_Office7,-66.0,1.0,51.0
USTH_Office8,-78.0,1.0,51.0
USTH_Student2,-65.0,1.0,51.0
USTH_Student3,-63.0,1.0,51.0
USTH_Student5,-83.0,1.0,51.0
USTH_Student6,-64.0,1.0,51.0
USTH_Student7,-67.0,1.0,51.0
USTH_Student8,-71.0,1.0,51.0
ICTLab,-64.0,1.0,51.0
ICTLab,-82.0,1.0,51.0
ICTLab 5GHz,-78.0,1.0,51.0
ICTLab Guests,-66.0,1.0,51.0
ICTLab Students,-63.0,1.0,50.0
ICTLab Students,-80.0,1.0,50.0
USTH_Guest1,-82.0,1.0,50.0
USTH_Guest2,-65.0,1.0,50.0
USTH_Guest3,-82.0,1.0,50.0
USTH_Guest4,-64.0,1.0,50.0
USTH_Guest5,-80.0,1.0,50.0
USTH_Guest6,-70.0,1.0,50.0
USTH_Guest7,-64.0,1.0,50.0
USTH_Guest8,-78.0,1.0,50.0
USTH_MGMT1,-82.0,1.0,50.0
USTH_MGMT2,-82.0,1.0,50.0
USTH_MGMT4,-65.0,1.0,50.0
USTH_MGMT5,-87.0,1.0,50.0
USTH_MGMT8,-71.0,1.0,50.0
USTH_MGMT9,-64.0,1.0,50.0
USTH_MGMT10,-78.0,1.0,50.0
USTH_Office1,-78.0,1.0,50.0
USTH_Office2,-67.0,1.0,50.0
USTH_Office3,-74.0,1.0,50.0
USTH_Office4,-63.0,1.0,50.0
USTH_Office5,-65.0,1.0,50.0
USTH_Office6,-83.0,1.0,50.0
USTH_Office7,-70.0,1.0,50.0
USTH_Office8,-78.0,1.0,50.0
USTH_Student1,-67.0,1.0,50.0
USTH_Student2,-64.0,1.0,50.0
USTH_Student4,-64.0,1.0,50.0
USTH_Student5,-66.0,1.0,50.0
USTH_Student6,-78.0,1.0,50.0
USTH_Student8,-65.0,1.0,50.0
ICTLab,-63.0,1.0,50.0
ICTLab 5GHz,-83.0,1.0,50.0
ICTLab Guests,-64.0,1.0,50.0
ICTLab Students,-67.0,1.0,50.0
ICTLab Students,-71.0,1.0,50.0
USTH_Guest1,-64.0,1.0,50.0
USTH_Guest2,-82.0,1.0,50.0
USTH_Guest3,-78.0,1.0,50.0
USTH_Guest4,-66.0,1.0,50.0
USTH_Guest5,-63.0,1.0,49.0
USTH_Guest6,-80.0,1.0,49.0
USTH_Guest7,-82.0,1.0,49.0
USTH_Guest8,-65.0,1.0,49.0
USTH_MGMT1,-82.0,1.0,49.0
USTH_MGMT2,-64.0,1.0,49.0
USTH_MGMT3,-80.0,1.0,49.0
USTH_MGMT4,-70.0,1.0,49.0
USTH_MGMT5,-64.0,1.0,49.0
USTH_MGMT6,-78.0,1.0,49.0
USTH_MGMT7,-82.0,1.0,49.0
USTH_MGMT8,-82.0,1.0,49.0
USTH_MGMT10,-65.0,1.0,49.0
USTH_Office1,-87.0,1.0,49.0
USTH_Office4,-71.0,1.0,49.0
USTH_Office5,-64.0,1.0,49.0
USTH_Office6,-78.0,1.0,49.0
USTH_Office7,-78.0,1.0,49.0
USTH_Office8,-67.0,1.0,49.0
USTH_Student1,-74.0,1.0,49.0
USTH_Student2,-63.0,1.0,49.0
USTH_Student3,-65.0,1.0,49.0
USTH_Student4,-83.0,1.0,49.0
USTH_Student5,-70.0,1.0,49.0
USTH_Student6,-78.0,1.0,49.0
USTH_Student7,-67.0,1.0,49.0
USTH_Student8,-64.0,1.0,49.0
ICTLab,-64.0,1.0,49.0
ICTLab 5GHz,-66.0,1.0,49.0
ICTLab Guests,-78.0,1.0,49.0
ICTLab Students,-65.0,1.0,49.0
USTH_Guest1,-63.0,1.0,49.0
USTH_Guest3,-83.0,1.0,49.0
USTH_Guest4,-64.0,1.0,49.0
USTH_Guest5,-67.0,1.0,49.0
USTH_Guest6,-71.0,1.0,49.0
USTH_Guest7,-64.0,1.0,49.0
USTH_Guest8,-82.0,1.0,49.0
USTH_MGMT1,-78.0,1.0,49.0
USTH_MGMT2,-66.0,1.0,49.0
USTH_MGMT3,-63.0,1.0,48.0
USTH_MGMT4,-80.0,1.0,48.0
USTH_MGMT5,-82.0,1.0,48.0
USTH_MGMT6,-65.0,1.0,48.0
USTH_MGMT7,-82.0,1.0,48.0
USTH_MGMT8,-64.0,1.0,48.0
USTH_MGMT9,-80.0,1.0,48.0
USTH_MGMT10,-70.0,1.0,48.0
USTH_Office1,-64.0,1.0,48.0
USTH_Office2,-78.0,1.0,48.0
USTH_Office3,-82.0,1.0,48.0
USTH_Office4,-82.0,1.0,48.0
USTH_Office6,-65.0,1.0,48.0
USTH_Office7,-87.0,1.0,48.0
USTH_Student2,-71.0,1.0,48.0
USTH_Student3,-64.0,1.0,48.0
USTH_Student4,-78.0,1.0,48.0
USTH_Student5,-78.0,1.0,48.0
USTH_Student6,-67.0,1.0,48.0
USTH_Student7,-74.0,1.0,48.0
USTH_Student8,-63.0,1.0,48.0
ICTLab,-65.0,1.0,48.0
ICTLab,-83.0,1.0,48.0
ICTLab 5GHz,-70.0,1.0,48.0
ICTLab Guests,-78.0,1.0,48.0
ICTLab Students,-67.0,1.0,48.0
ICTLab Students,-64.0,1.0,48.0
USTH_Guest2,-64.0,1.0,48.0
USTH_Guest3,-66.0,1.0,48.0
USTH_Guest4,-78.0,1.0,48.0
USTH_Guest6,-65.0,1.0,48.0
USTH_Guest7,-63.0,1.0,48.0
USTH_MGMT1,-83.0,1.0,48.0
USTH_MGMT2,-64.0,1.0,48.0
USTH_MGMT3,-67.0,1.0,48.0
USTH_MGMT4,-71.0,1.0,48.0
USTH_MGMT5,-64.0,1.0,48.0
USTH_MGMT6,-82.0,1.0,48.0
USTH_MGMT7,-78.0,1.0,48.0
USTH_MGMT8,-66.0,1.0,48.0
USTH_MGMT9,-63.0,1.0,47.0
USTH_MGMT10,-80.0,1.0,47.0
USTH_Office1,-82.0,1.0,47.0
USTH_Office2,-65.0,1.0,47.0
USTH_Office3,-82.0,1.0,47.0
USTH_Office4,-64.0,1.0,47.0
USTH_Office5,-80.0,1.0,47.0
USTH_Office6,-70.0,1.0,47.0
USTH_Office7,-64.0,1.0,47.0
USTH_Office8,-78.0,1.0,47.0
USTH_Student1,-82.0,1.0,47.0
USTH_Student2,-82.0,1.0,47.0
USTH_Student4,-65.0,1.0,47.0
USTH_Student5,-87.0,1.0,47.0
USTH_Student8,-71.0,1.0,47.0
ICTLab,-64.0,1.0,47.0
ICTLab,-78.0,1.0,47.0
ICTLab 5GHz,-78.0,1.0,47.0
ICTLab Guests,-67.0,1.0,47.0
ICTLab Students,-74.0,1.0,47.0
ICTLab Students,-63.0,1.0,47.0
USTH_Guest1,-65.0,1.0,47.0
USTH_Guest2,-83.0,1.0,47.0
USTH_Guest3,-70.0,1.0,47.0
USTH_Guest4,-78.0,1.0,47.0
USTH_Guest5,-67.0,1.0,47.0
USTH_Guest6,-64.0,1.0,47.0
USTH_Guest8,-64.0,1.0,47.0
USTH_MGMT1,-66.0,1.0,47.0
USTH_MGMT2,-78.0,1.0,47.0
USTH_MGMT4,-65.0,1.0,47.0
USTH_MGMT5,-63.0,1.0,47.0
USTH_MGMT7,-83.0,1.0,47.0
USTH_MGMT8,-64.0,1.0,47.0
USTH_MGMT9,-67.0,1.0,47.0
USTH_MGMT10,-71.0,1.0,47.0
USTH_Office1,-64.0,1.0,47.0
USTH_Office2,-82.0,1.0,47.0
USTH_Office3,-78.0,1.0,47.0
USTH_Office4,-66.0,1.0,47.0
USTH_Office5,-63.0,1.0,46.0
USTH_Office6,-80.0,1.0,46.0
USTH_Office7,-82.0,1.0,46.0
USTH_Office8,-65.0,1.0,46.0
USTH_Student1,-82.0,1.0,46.0
USTH_Student2,-64.0,1.0,46.0
USTH_Student3,-80.0,1.0,46.0
USTH_Student4,-70.0,1.0,46.0
USTH_Student5,-64.0,1.0,46.0
USTH_Student6,-78.0,1.0,46.0
USTH_Student7,-82.0,1.0,46.0
USTH_Student8,-82.0,1.0,46.0
ICTLab,-65.0,1.0,46.0
ICTLab 5GHz,-87.0,1.0,46.0
ICTLab Students,-71.0,1.0,46.0
USTH_Guest1,-64.0,1.0,46.0
USTH_Guest2,-78.0,1.0,46.0
USTH_Guest3,-78.0,1.0,46.0
USTH_Guest4,-67.0,1.0,46.0
USTH_Guest5,-74.0,1.0,46.0
USTH_Guest6,-63.0,1.0,46.0
USTH_Guest7,-65.0,1.0,46.0
USTH_Guest8,-83.0,1.0,46.0
USTH_MGMT1,-70.0,1.0,46.0
USTH_MGMT2,-78.0,1.0,46.0
USTH_MGMT3,-67.0,1.0,46.0
USTH_MGMT4,-64.0,1.0,46.0
USTH_MGMT6,-64.0,1.0,46.0
USTH_MGMT7,-66.0,1.0,46.0
USTH_MGMT8,-78.0,1.0,46.0
USTH_MGMT10,-65.0,1.0,46.0
USTH_Office1,-63.0,1.0,46.0
USTH_Office3,-83.0,1.0,46.0
USTH_Office4,-64.0,1.0,46.0
USTH_Office5,-67.0,1.0,46.0
USTH_Office6,-71.0,1.0,46.0
USTH_Office7,-64.0,1.0,46.0
USTH_Office8,-82.0,1.0,46.0
USTH_Student1,-78.0,1.0,46.0
USTH_Student2,-66.0,1.0,46.0
USTH_Student3,-63.0,1.0,45.0
USTH_Student4,-80.0,1.0,45.0
USTH_Student5,-82.0,1.0,45.0
USTH_Student6,-65.0,1.0,45.0
USTH_Student7,-82.0,1.0,45.0
USTH_Student8,-64.0,1.0,45.0
ICTLab,-80.0,1.0,45.0
ICTLab,-70.0,1.0,45.0
ICTLab 5GHz,-64.0,1.0,45.0
ICTLab Guests,-78.0,1.0,45.0
ICTLab Students,-82.0,1.0,45.0
ICTLab Students,-82.0,1.0,45.0
USTH_Guest2,-65.0,1.0,45.0
USTH_Guest3,-87.0,1.0,45.0
USTH_Guest6,-71.0,1.0,45.0
USTH_Guest7,-64.0,1.0,45.0
USTH_Guest8,-78.0,1.0,45.0
USTH_MGMT1,-78.0,1.0,45.0
USTH_MGMT2,-67.0,1.0,45.0
USTH_MGMT3,-74.0,1.0,45.0
USTH_MGMT4,-63.0,1.0,45.0
USTH_MGMT5,-65.0,1.0,45.0
USTH_MGMT6,-83.0,1.0,45.0
USTH_MGMT7,-70.0,1.0,45.0
USTH_MGMT8,-78.0,1.0,45.0
USTH_MGMT9,-67.0,1.0,45.0
USTH_MGMT10,-64.0,1.0,45.0
USTH_Office2,-64.0,1.0,45.0
USTH_Office3,-66.0,1.0,45.0
USTH_Office4,-78.0,1.0,45.0
USTH_Office6,-65.0,1.0,45.0
USTH_Office7,-63.0,1.0,45.0
USTH_Student1,-83.0,1.0,45.0
USTH_Student2,-64.0,1.0,45.0
USTH_Student3,-67.0,1.0,45.0
USTH_Student4,-71.0,1.0,45.0
USTH_Student5,-64.0,1.0,45.0
USTH_Student6,-82.0,1.0,45.0
USTH_Student7,-78.0,1.0,45.0
USTH_Student8,-66.0,1.0,45.0
ICTLab,-63.0,1.0,44.0
ICTLab,-80.0,1.0,44.0
ICTLab 5GHz,-82.0,1.0,44.0
ICTLab Guests,-65.0,1.0,44.0
ICTLab Students,-82.0,1.0,44.0
ICTLab Students,-64.0,1.0,44.0
USTH_Guest1,-80.0,1.0,44.0
USTH_Guest2,-70.0,1.0,44.0
USTH_Guest3,-64.0,1.0,44.0
USTH_Guest4,-78.0,1.0,44.0
USTH_Guest5,-82.0,1.0,44.0
USTH_Guest6,-82.0,1.0,44.0
USTH_Guest8,-65.0,1.0,44.0
USTH_MGMT1,-87.0,1.0,44.0
USTH_MGMT4,-71.0,1.0,44.0
USTH_MGMT5,-64.0,1.0,44.0
USTH_MGMT6,-78.0,1.0,44.0
USTH_MGMT7,-78.0,1.0,44.0
USTH_MGMT8,-67.0,1.0,44.0
USTH_MGMT9,-74.0,1.0,44.0
USTH_MGMT10,-63.0,1.0,44.0
USTH_Office1,-65.0,1.0,44.0
USTH_Office2,-83.0,1.0,44.0
USTH_Office3,-70.0,1.0,44.0
USTH_Office4,-78.0,1.0,44.0
USTH_Office5,-67.0,1.0,44.0
USTH_Office6,-64.0,1.0,44.0
USTH_Office8,-64.0,1.0,44.0
USTH_Student1,-66.0,1.0,44.0
USTH_Student2,-78.0,1.0,44.0
USTH_Student4,-65.0,1.0,44.0
USTH_Student5,-63.0,1.0,44.0
USTH_Student7,-83.0,1.0,44.0
USTH_Student8,-64.0,1.0,44.0
ICTLab,-67.0,1.0,44.0
ICTLab,-71.0,1.0,44.0
ICTLab 5GHz,-64.0,1.0,44.0
ICTLab Guests,-82.0,1.0,44.0
ICTLab Students,-78.0,1.0,44.0
ICTLab Students,-66.0,1.0,44.0
USTH_Guest1,-63.0,1.0,43.0
USTH_Guest2,-80.0,1.0,43.0
USTH_Guest3,-82.0,1.0,43.0
USTH_Guest4,-65.0,1.0,43.0
USTH_Guest5,-82.0,1.0,43.0
USTH_Guest6,-64.0,1.0,43.0
USTH_Guest7,-80.0,1.0,43.0
USTH_Guest8,-70.0,1.0,43.0
USTH_MGMT1,-64.0,1.0,43.0
USTH_MGMT2,-78.0,1.0,43.0
USTH_MGMT3,-82.0,1.0,43.0
USTH_MGMT4,-82.0,1.0,43.0
USTH_MGMT6,-65.0,1.0,43.0
USTH_MGMT7,-87.0,1.0,43.0
USTH_MGMT10,-71.0,1.0,43.0
USTH_Office1,-64.0,1.0,43.0
USTH_Office2,-78.0,1.0,43.0
USTH_Office3,-78.0,1.0,43.0
USTH_Office4,-67.0,1.0,43.0
USTH_Office5,-74.0,1.0,43.0
USTH_Office6,-63.0,1.0,43.0
USTH_Office7,-65.0,1.0,43.0
USTH_Office8,-83.0,1.0,43.0
USTH_Student1,-70.0,1.0,43.0
USTH_Student2,-78.0,1.0,43.0
USTH_Student3,-67.0,1.0,43.0
USTH_Student4,-64.0,1.0,43.0
USTH_Student6,-64.0,1.0,43.0
USTH_Student7,-66.0,1.0,43.0
USTH_Student8,-78.0,1.0,43.0
ICTLab,-65.0,1.0,43.0
ICTLab 5GHz,-63.0,1.0,43.0
ICTLab Students,-83.0,1.0,43.0
ICTLab Students,-64.0,1.0,43.0
USTH_Guest1,-67.0,1.0,43.0
USTH_Guest2,-71.0,1.0,43.0
USTH_Guest3,-64.0,1.0,43.0
USTH_Guest4,-82.0,1.0,43.0
USTH_Guest5,-78.0,1.0,43.0
USTH_Guest6,-66.0,1.0,43.0
USTH_Guest7,-63.0,1.0,42.0
USTH_Guest8,-80.0,1.0,42.0
USTH_MGMT1,-82.0,1.0,42.0
USTH_MGMT2,-65.0,1.0,42.0
USTH_MGMT3,-82.0,1.0,42.0
USTH_MGMT4,-64.0,1.0,42.0
USTH_MGMT5,-80.0,1.0,42.0
USTH_MGMT6,-70.0,1.0,42.0
USTH_MGMT7,-64.0,1.0,42.0
USTH_MGMT8,-78.0,1.0,42.0
USTH_MGMT9,-82.0,1.0,42.0
USTH_MGMT10,-82.0,1.0,42.0
USTH_Office2,-65.0,1.0,42.0
USTH_Office3,-87.0,1.0,42.0
USTH_Office6,-71.0,1.0,42.0
USTH_Office7,-64.0,1.0,42.0
USTH_Office8,-78.0,1.0,42.0
USTH_Student1,-78.0,1.0,42.0
USTH_Student2,-67.0,1.0,42.0
USTH_Student3,-74.0,1.0,42.0
USTH_Student4,-63.0,1.0,42.0
USTH_Student5,-65.0,1.0,42.0
USTH_Student6,-83.0,1.0,42.0
USTH_Student7,-70.0,1.0,42.0
USTH_Student8,-78.0,1.0,42.0
ICTLab,-67.0,1.0,42.0
ICTLab,-64.0,1.0,42.0
ICTLab Guests,-64.0,1.0,42.0
ICTLab Students,-66.0,1.0,42.0
ICTLab Students,-78.0,1.0,42.0
USTH_Guest2,-65.0,1.0,42.0
USTH_Guest3,-63.0,1.0,42.0
USTH_Guest5,-83.0,1.0,42.0
USTH_Guest6,-64.0,1.0,42.0
USTH_Guest7,-67.0,1.0,42.0
USTH_Guest8,-71.0,1.0,42.0
USTH_MGMT1,-64.0,1.0,42.0
USTH_MGMT2,-82.0,1.0,42.0
USTH_MGMT3,-78.0,1.0,42.0
USTH_MGMT4,-66.0,1.0,42.0
USTH_MGMT5,-63.0,1.0,41.0
USTH_MGMT6,-80.0,1.0,41.0
USTH_MGMT7,-82.0,1.0,41.0
